OBJECTID,ZoningCode,Description,ZoningGroup,Link,Link_Fr,Description_Fr,GlobalID,Shape__Area,Shape__Length
1634,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,f6539541-6755-4bc5-afb8-bda9700a6e98,5611.646484375,288.813169438798
1635,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,41db2fc5-399c-4024-b909-f1feea14be32,13508.201171875,564.737916279473
1636,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,fa75704d-5a6e-4e52-99b6-32700c728741,11456.01171875,589.052901999675
1637,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,a8e53f67-74dc-40f4-987b-dbb965b643c9,219715.80078125,4467.60989969997
1638,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,daac9cad-3537-419a-8a6b-572666f2ef16,1444.287109375,156.71805436036
1639,US,Utility Service,Industrial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e246311b14504f93b7f2f9ca292da7e3/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f97943027be94b6e9b084b0337271854/data,Services publics,3059197f-266e-42fb-bca4-550d201c639f,66449.1640625,1424.0474979805
1640,US,Utility Service,Industrial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e246311b14504f93b7f2f9ca292da7e3/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f97943027be94b6e9b084b0337271854/data,Services publics,e6be2525-861c-49f8-b008-380331a62f05,1931.359375,187.953765542207
1641,US,Utility Service,Industrial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e246311b14504f93b7f2f9ca292da7e3/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f97943027be94b6e9b084b0337271854/data,Services publics,b9dc0d10-4312-4eb6-93f7-844fbbc685ce,3703.755859375,265.926272730996
1642,US,Utility Service,Industrial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e246311b14504f93b7f2f9ca292da7e3/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f97943027be94b6e9b084b0337271854/data,Services publics,7df51715-d970-4d8b-aba3-c87d83917863,2595.513671875,204.392323024797
1643,US,Utility Service,Industrial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e246311b14504f93b7f2f9ca292da7e3/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f97943027be94b6e9b084b0337271854/data,Services publics,9cfb61a8-4a1c-4363-9065-bbde417723c5,21512.125,674.142889102279
1644,US,Utility Service,Industrial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/e246311b14504f93b7f2f9ca292da7e3/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f97943027be94b6e9b084b0337271854/data,Services publics,8c225b8b-d00f-486a-9432-706ad9fc5bd0,19647.990234375,614.99310538889
1645,T,Transportation,Industrial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/caaf3bab0b9241d5b40e733d1b096c00/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/c0b65e9da1544a489f7f24cc37732e1b/data,Transports,390b2cb2-79ff-4410-92fc-076ff4914f16,117013.6953125,2786.3629710184
1646,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,8abdd7a2-d823-4dc7-8726-20049c01fa80,3717.681640625,259.043133798716
1647,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,16863fe5-904a-4c3d-b102-d79871da7ceb,4088.9140625,350.545374299946
1648,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,729fb177-45a7-4e25-b320-1a36401b99fa,4560.6171875,270.359918892002
1649,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,87b62bd6-63c2-4642-8496-8da12be44403,4405.22265625,284.395715925625
1650,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,375c1cc6-e62b-40e0-89e0-fd08e7cc397b,4373.74609375,261.900140610941
1651,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,21e86772-ffc5-4d81-85b5-aa1a813000b3,1514.41015625,188.917407224668
1652,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,a4b1b24f-27cb-43a7-b771-3b54349600b2,4640.705078125,300.14234148307
1653,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,6ef73592-ae76-4145-8a2a-e14947271b03,1882.01953125,214.47968814938
1654,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,0e03b10a-e095-4853-b93f-b1ce055e86c7,10676.16796875,420.690501056502
1655,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,57419cdc-4650-4477-8bb9-9a9506ba112a,13481.67578125,519.960029979671
1656,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,11658981-ca78-4b0a-9d5d-7ede2fdb5ab9,1477.736328125,155.206902461755
1657,CG,General Commercial,Commercial Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/66e8d43364964b23a76357bf9f98b1c6/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/0e720db3f4f046058fdfede94230e1e2/data,Commerciale générale,ca4f5fe9-2f36-46d1-b46f-07d16e1d960c,1697.306640625,170.383470856491
1658,RS,Rural Settlement Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/494728b1a2e94e3db35d7302e813ca8e/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/3570eeb795254b70aef37284c3b4f5e9/data,Résidentielle de peuplement rurale,3764257c-f39e-4b94-b0ac-d7c49d3aa1a7,178681.837890625,2560.32130764818
1659,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,456e0b8e-13df-45ec-97ca-2a2d58792671,5990.345703125,467.576058463633
1660,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,ce5ff1c6-61f1-471d-a3b7-88aa80e207ea,231.62890625,88.2538857588928
1661,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,79ee7de5-2376-42b9-a8ea-345fc5e86798,179.1796875,85.6881465148176
1662,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,62311d73-f5f3-44d6-8320-0e534f4c01c2,3233.890625,350.779261883221
1663,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,95eb7df0-f9d8-49e3-b406-5f1f1536c668,445.69921875,96.0493164887274
1664,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,152cece3-6db0-4a91-ac1c-f8c3018698d5,700.1484375,158.807586742661
1665,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,123c628c-60b4-41d2-ae6f-cc41233bf080,4784.552734375,292.013480681289
1666,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,6cbe4651-bd1c-401b-b68a-51869379ee1a,73460.25390625,1176.4184340092
1667,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,da7fdcd3-86ed-4ffc-b49f-092e2c2107a2,3060848.06640625,20840.6645064077
1668,P,Park,Other Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f8ae5887ff644f6f8f8c07970b3c3f68/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/63d4c86774e94996a68c2bdf5d59a2e6/data,Parc,6fad50dc-26ba-40ea-bb15-0b62d1168241,9759.583984375,441.188630040718
1669,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,36296059-7e25-4e40-8f1c-d184bfef5500,8083.65234375,487.321454573634
1670,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,9ea68995-7670-4423-9d54-898d01b6e973,6125.041015625,374.517025665862
1671,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,b88be466-dd68-4fb2-99fe-b89c8313e516,7652.48046875,485.801302906826
1672,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,f39c3dcf-6036-4430-b8ee-74e0bb13576d,43968.0234375,1056.22668312501
1673,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,ca3512bb-5cbf-418b-a195-82d00516acf0,17059.701171875,536.534587988834
1674,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,c4bcc63e-1892-4488-91d7-aa56a2f22289,17047.40625,690.342464367862
1675,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,8a3f54f9-9375-460b-ade0-693d344be571,2881.265625,231.224277533865
1676,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,eaae4184-aa80-4a31-8f8f-6218b3cde262,9845.8515625,457.774182941217
1677,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,1652c045-0b14-429a-9438-17120bcc374e,3734.5,323.351449615784
1678,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,f02d7bd7-6ae6-444f-805d-1f2b0dc2d60e,3772.05078125,279.783521268335
1679,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,6f49feb2-0c23-467b-b18f-f9d6a4f8a1b3,5892.072265625,314.078159789535
1680,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,f52ee920-e983-4559-8a69-ea6ff8fee0c8,18293.6875,712.17168873824
1681,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,963c7056-d622-4310-af80-ac1afd49efdf,25276.75390625,1120.75633412368
1682,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,b0163180-a136-4728-af53-965b39828573,7539.15625,416.203017625692
1683,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,07ec3259-9912-450a-a15f-df489c56e89f,187.310546875,65.7390538799659
1684,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,6f965460-18cc-41ed-bd96-de13265a5a50,2073.560546875,201.569936677152
1685,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,f8eeefaf-0200-497f-9706-aeefcc84277c,3750.685546875,307.243785944604
1686,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,ec9dad33-6839-4210-94d1-87b94bcde86e,4047.568359375,358.288901639245
1687,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,dbb5ad4f-402d-4366-8596-54dda8649d17,24865.669921875,878.531036052417
1688,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,cf0d659c-217d-48fc-8d06-78699e8f5747,18920.314453125,644.844126001297
1689,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,7ab0d9ba-93d1-4ce2-87a0-237815a96a57,53398.3203125,1740.62390726938
1690,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,e8ae0d87-5dfe-4f52-b940-e1f146c05ba0,1008.162109375,130.486138881122
1691,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,82547302-b33d-4055-a8fe-c34fe872087a,36485.087890625,803.948383648019
1692,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,b108137c-758b-4eda-acd7-03a5ef341fbe,16073.091796875,511.223191044125
1693,R1,One-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/ccd6e2fff6ff4349ad8c853b32f26762/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/f0034f3363ae44398c4f77f52b827b80/data,Résidentielle unifamiliale,e3e8e157-9c9e-4501-ba6c-be8504b7091c,4228.166015625,336.249066300061
1694,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,287bcada-a390-46f4-8b88-0450965a50e3,3047.208984375,244.257960560156
1695,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,940811d4-cbf7-4a00-bc33-d54acddb63d2,5654.84375,397.254525180557
1696,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,ed2ec040-d534-4c86-b1fd-f2c1585d80c8,7215.93359375,517.664606377753
1697,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,af861214-6e66-4e3a-afe8-cb4466821650,17168.49609375,698.712137652567
1698,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,eccb0aeb-ddf5-4d09-a6ca-44b8edaa9542,11612.234375,483.560123348266
1699,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,07ab3c3b-8dcd-4d24-886e-ba607250b865,2612.107421875,204.855357041947
1700,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,ded6c020-3832-4c88-be4b-3640574ada68,17458.765625,658.548861339138
1701,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,8d0ea693-e219-4e50-a579-8c17a747b7dd,7271.21875,381.054207759152
1702,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,2b2db361-26c0-4cc7-b771-ac6a95a5bd07,1010.833984375,127.383393508168
1703,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,fe8af32d-91dc-4419-bb4a-29c1e39e449d,6442.423828125,409.303167487181
1704,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,5c0f0caf-f2ad-4565-beee-d7e4d5b4c634,18931.669921875,620.406606260476
1705,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,932bd6f4-b5f3-4fe4-b079-d80077aab52b,325777.443359375,3508.74768466672
1706,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,03c57003-e694-4047-94e0-4a59947b1662,16498.650390625,914.600388451393
1707,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,bada2a83-9fe4-4f35-baa1-2d06cf48a464,12391.349609375,467.228653078666
1708,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,cc4ac086-d786-45ea-afe4-95020061031c,3152.99609375,275.982984489336
1709,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,d51930c6-06ad-4e61-9a9b-c138b1999e91,31921.8671875,1462.25360362848
1710,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,bfef024d-7860-41d1-84c1-50e3094d7bef,22256.373046875,664.78544400137
1711,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,597b40b7-ed09-495c-813b-7992129241c3,6050.826171875,414.058908139839
1712,R2,Two-Unit Residential,Residential Zones,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/b69f68f598684057b8269d4999409938/data,https://saintjohn.maps.arcgis.com/sharing/rest/content/items/40c6024264354de9ac3bc3601e838a5e/data,Résidentielle bifamiliale,0e3c7896-07e3-41cf-bb9b-d47e167c3fd1,4089.513671875,333.203012176892
